,influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
31,shalfa putri raihan,0.00573448,0.058535397,0.16283052,-0.09698405,0.04835432,-0.1004563,-0.01970467,-0.058327343,-0.057869215,0.024305586,-0.09238088,-0.118872285,0.16384134,0.041349873,-0.002815439,-0.019515675,-0.022690944,-0.19805858,-0.057713855,-0.0668859,-0.04684326,-0.07087256,-0.023057338,0.1620503,0.08658463,0.038278744,0.24664786,-0.117628306,-0.026542934,-0.05375384,-0.13486344,-0.020514134,0.09621139,0.05014003,0.05394981,-0.08986625,-0.040911876,0.0468382,-0.10577196,0.16653365,-0.10576554,0.027377695,0.035618715,0.019680548,-0.042533807,-0.0073352223,0.09510885,0.0019568708,-0.10239084,0.1116139,0.18205069,0.0864384,-0.076338276,-0.0039630136,-0.032116428,-0.098049715,-0.066076666,-0.036725573,-0.005551931,0.23980062,0.078976184,0.04336602,-0.058739245,-0.035452083,influencer
32,sarah ayu,-0.08575254,0.024270996,0.10788197,-0.27802402,-0.037508756,-0.072755754,-0.016475037,0.005914217,-0.16182037,0.1088378,0.014901681,-0.22679588,0.32369137,0.20134875,-0.049563006,-0.03339627,-0.012280513,-0.074033014,0.011342762,0.11719047,-0.11956814,-0.013675456,0.017452305,0.14395791,0.18155947,0.08996356,0.22504084,-0.028717514,0.095953986,-0.05801011,-0.16030848,0.052727334,0.035184562,0.02485032,0.06655962,-0.19192538,0.025421513,-0.013619825,-0.10453299,0.31293258,-0.12733865,0.097670674,-0.07166962,-0.02315918,-0.016856492,0.08938163,0.07553697,-0.035370883,-0.06385269,0.06938481,0.45657608,-0.017098103,-0.2236412,-0.020204147,-0.14312088,-0.049267158,-0.056158707,-0.056488104,-0.17346609,0.40716857,0.30153805,-0.032915946,0.04423576,-0.048585247,influencer
33,agustina hermanto,0.0077044833,-0.10199416,0.16382976,-0.09581633,-0.15859589,0.005782965,-0.1435472,0.19717473,0.098710656,0.043669164,0.09733883,0.020743692,0.031267576,-0.0037240603,0.058124788,-0.10191655,-0.055951104,-0.102644704,0.0118406685,-0.0316305,-0.012976326,0.08069685,0.044192284,0.046502132,0.0060118777,-0.008320241,0.10289481,0.0031929754,0.0048271827,-0.012892972,-0.16180125,0.000779725,0.1259282,0.011986502,0.05738025,-0.18242143,-0.07041977,0.18134229,-0.037633203,0.1749935,0.04149446,-0.0047557144,0.024418,-0.052023787,-0.038903907,0.056863505,0.016199516,-0.02532598,-0.08670407,0.04984006,0.20566049,0.071958244,-0.020089414,0.0044234493,-0.060976714,-0.09443581,-0.05885622,0.08753308,-0.12040529,0.21347114,0.12383765,0.14335048,-0.05942788,0.031096984,influencer
34,najwa shihab,0.018132629,-0.0075429734,-0.019735914,-0.05004369,-0.06301667,0.015042178,-0.028186988,0.047447994,-0.010398782,-0.0276215,-0.063533396,0.17315663,0.016846815,0.08603636,-0.005819735,0.058888666,0.1073892,0.06251974,0.048701953,0.15243669,0.106402054,0.09158015,-0.036298428,-0.1300403,-0.045890804,0.05001571,-0.02133526,-0.014738345,-0.08699194,-0.06712213,-0.0250807,0.021666607,0.014311428,-0.09478298,0.10012016,-0.0013787746,0.048044324,0.07553488,0.008083773,0.090126395,-0.088281594,-0.012649581,0.0057168514,0.08740351,-0.07792464,0.057327285,0.062220052,-0.020223716,-0.025196884,-0.058770843,-0.040034816,-0.11340582,0.17455232,0.024679398,-0.09668332,0.08531085,0.04792635,0.033749714,-0.029519401,0.026235338,-0.06311011,-0.030645981,0.12058331,-0.003344562,influencer
35,dewi lestari,-0.04699076,0.064665996,0.061239794,-0.06803447,-0.08451775,0.045775384,0.091367364,0.004288771,-0.18813622,0.076966986,0.04713961,-0.11058058,0.084262356,-0.081664525,0.0006409406,-0.08083661,0.013830823,-0.12264294,0.16181755,-0.0562529,-0.001683862,-0.06921479,-0.060174745,0.12538818,0.010038648,0.10062764,0.11240569,-0.029377542,-0.008476383,-0.017285269,0.021764249,-0.0064579975,0.14400634,0.13415357,0.023134572,-0.032202184,0.047299635,0.0056207464,0.04101403,-0.12053485,-0.08514089,-0.0062102475,0.087896466,0.00058091944,-0.062043548,0.0024476112,-0.026139982,-0.0537823,-0.026763964,-0.0091449935,0.08470622,0.027769301,-0.052351095,-0.029116374,-0.027639775,-0.015056603,-0.20857906,0.10887612,0.0023040927,0.051664308,-0.019547708,-0.0036410908,0.028908804,-0.0201816,influencer
36,brian febrian,-0.01308945,0.13728744,-0.08060187,0.031645905,-0.063180216,0.07378224,-0.09570696,-0.13029903,-0.046349257,0.11418638,0.0056656916,-0.15722805,0.07044456,-0.15928066,-0.18868436,0.063939534,0.08225064,-0.17570522,-0.06344721,0.049293496,-0.03369309,-0.060309537,-0.25617594,0.2376476,-0.0083912425,0.010323202,0.21646339,-0.13658881,0.0033173119,-0.06063331,-0.174003,0.08556143,0.07005341,0.13758114,-0.063427135,-0.087925985,-0.0433947,0.16879392,0.07296649,-0.025895894,-0.14362322,0.019716382,-0.0047558267,-0.097226016,-0.060518537,-0.15693322,0.0705262,-0.093865074,-0.031693853,-0.056885578,0.10005246,-0.0028906285,0.08065849,0.11761612,-0.07515524,0.046180043,-0.07743712,-0.08738171,-0.00233866,0.08020454,-0.052399002,-0.016733067,-0.009497512,0.08714019,influencer
37,najelaa shihab,0.05936095,-0.098276794,-0.03208512,0.097369574,-0.100390285,-0.0095925275,-0.06777874,0.078424856,-0.04579757,0.05339461,0.08541051,0.14814821,0.031958576,-0.04589647,0.024264349,-0.109180585,-0.16226533,0.03568653,-0.034550913,-0.12699565,0.038572,0.16282064,-0.03867396,-0.2347376,-0.10512448,0.0027498049,-0.040677365,-0.033153035,-0.031180294,-0.10002056,0.14263846,-0.035159655,-0.043047123,-0.08433689,-0.09038433,-0.051635534,-0.10856238,0.17878708,-0.04411529,-0.051340263,-0.09641297,0.23509307,-0.0009118704,0.06723358,0.0031906648,0.1822406,0.05945325,-0.048530504,0.088545054,-0.18367918,-0.06271085,-0.04205978,0.014840195,-0.034966767,-0.115288496,0.004787076,-0.08946035,0.22312075,0.06290074,0.026731554,-0.13836953,0.13323554,-0.042427253,0.019304648,influencer
38,gede prama,-0.01118787,0.056923926,-0.023691112,-0.03436186,0.2085453,0.08031812,0.016420979,-0.15996575,0.11274183,0.006764897,-0.10780208,-0.05817732,-0.029089678,-0.070953034,-0.047499627,0.11985416,0.15389012,-0.19498143,-0.17665958,-0.09646198,-0.016957624,-0.14622194,-0.026171586,0.11585826,0.012138053,-0.044774465,-0.019556431,-0.03835073,-0.046038307,0.011631753,-0.030046865,-0.090447575,0.09893859,0.009461311,0.12709966,0.020841872,-0.011148743,-0.001066502,-0.105174996,-0.03387617,-0.089369394,-0.0947661,0.09035663,0.09855081,0.10465337,-0.16676185,0.18216604,0.030424478,-0.08127343,0.09062311,-0.15601265,0.11772533,0.003729923,-0.004795394,0.09386073,0.052502524,0.04338392,-0.13487595,-0.023229867,-0.015789043,-0.1164421,0.03257016,-0.15304165,0.008420293,influencer
39,gitasav,-0.059569232,0.06338033,-0.030610792,0.11731149,-0.013812391,0.003584952,0.011779331,-0.07000833,-0.09142044,0.16995674,0.0038110637,-0.052449424,-0.0031102446,-0.02538892,-0.07796329,0.050450183,0.04289119,0.0883168,-0.08846712,0.03210482,-0.089818165,0.05712375,-0.13803151,-0.11440346,-0.1396192,-0.043190055,-0.015826853,-0.016472407,0.14351484,-0.1134105,0.106109455,0.004937467,-0.051679716,0.005274822,-0.03769073,-0.13413939,0.063624084,-0.070965976,0.02604403,-0.036996894,0.048776343,-0.040196195,-0.05011523,-0.06605257,-0.043554164,-0.15794408,-0.08213237,-0.019108884,0.07880697,-0.0023751343,0.06303194,-0.013438595,-0.0045753345,0.09156693,0.13174786,0.1306349,0.05012054,-0.029408257,-0.07629411,-0.041059017,-0.05354478,-0.030591335,-0.0681175,-0.027662076,influencer
40,alya nurshabrina,-0.068374865,0.0408952,0.03148787,-0.057779744,-0.04068318,0.030829838,-0.010450834,0.063770466,-0.12683949,0.03674478,-0.020755894,-0.06378572,0.0071351253,-0.0004494351,0.08989908,0.011270979,0.042199694,-0.0070942957,0.027715188,-0.028949078,-0.082622394,-0.094443955,-0.050062034,0.068465725,-0.03967877,0.030571278,0.010331567,-0.0063305986,0.09073569,0.005374928,-0.0013383963,-0.105296716,0.09018959,0.041197572,0.054362565,-0.03236636,-0.049380176,0.021061817,0.010745131,-0.053086482,-0.058668453,0.021164928,0.031186733,-0.057698324,0.0031877826,-0.016050505,-0.04744246,-0.006119645,-0.05975603,-0.04356373,-0.022323657,0.12544137,-0.12006384,-0.07321373,0.046099134,0.042581435,-0.08703548,0.001101181,-0.052354306,-0.08714341,0.012745527,0.045642894,-0.06620045,-0.03848993,influencer
41,reza aditya,-0.038928553,0.03935105,-0.011375016,-0.046575423,-0.04847116,0.0880495,0.052474976,-0.017851729,-0.20326108,0.027365947,0.002439605,-0.051864937,0.101487696,0.030539647,-0.017081609,0.16604468,0.15398291,-0.054008923,-0.06426223,-0.021853106,-0.08989853,-0.017416485,-0.17287678,-0.007594436,0.055298537,0.107004106,-0.06662454,-0.03416196,0.030008335,-0.13041374,0.014104042,0.13924357,0.19132493,0.0497169,0.14954919,-0.1352961,0.15672198,-0.0934459,0.018157255,0.015031478,-0.14676426,-0.038862795,-0.112621665,0.12618116,-0.08884734,-0.056188695,-0.014011859,-0.072853506,0.026176855,0.1432409,-0.008842844,0.032327235,-0.01590364,0.033547018,-0.072024405,0.08536308,-0.07798484,0.019344438,-0.044264104,0.11929376,0.053781256,-0.15723711,-0.03274171,-0.08321674,influencer
42,felix siauw,-0.018864267,0.051656377,0.074855335,0.27701092,0.19411828,0.41499636,0.028536452,-0.28146213,-0.13710837,0.5011595,-0.25511774,-0.29999685,-0.05640339,-0.117233306,-0.044732735,-0.19417048,0.2483293,0.34216124,-0.22825941,-0.011934318,-0.11975044,0.32540652,-0.10030596,-0.2994007,-0.21702278,-0.25615853,-0.16538504,0.15150392,0.26344478,0.0106351925,0.12485081,-0.28537813,-0.30426723,0.06168759,-0.18433526,0.19458759,0.1839286,0.15118146,0.08777739,-0.43070054,0.24879202,-0.015742054,0.090538666,-0.16923013,0.020905446,-0.18932575,0.013027219,0.31195092,-0.08046316,-0.19826427,-0.13705234,-0.16247053,-0.08089093,-0.08498586,0.20608333,0.19266972,0.17642477,0.06814953,-0.18567482,-0.069490284,-0.16277671,0.08869547,-0.1186237,-0.24853113,influencer
43,nadia mulya,-0.054928318,-0.067410976,-0.05058288,-0.05842182,-0.01396252,0.013729737,-0.019493058,-0.0198033,-0.058644015,0.012472045,-0.057592385,0.06937255,0.042312503,-0.015548599,-0.056792647,-0.036556244,0.090023726,-0.07370609,-0.09927651,0.04485885,0.026196022,0.021629874,-0.016524838,-0.054130495,-0.02505666,0.004099856,-0.03543836,0.0023818773,-0.062397797,-0.007208055,-0.003843283,-0.055110622,-0.0023765198,-0.07092559,0.020199263,-0.015821144,-0.059237782,0.06504538,-0.108816296,-0.022726905,-0.10914542,0.10514439,0.05685766,0.016290102,0.064695805,0.016317464,0.12652779,-0.07301063,0.031909443,-0.14071473,-0.039529882,-0.046910733,-0.024554104,0.010778632,-0.043182813,0.03397175,0.063850045,-0.010435604,0.12657529,0.047975317,-0.11298412,-0.02113656,-0.011064678,0.0450346,influencer
44,luna vidya,-0.040750243,0.0007266366,7.582258e-05,-0.08254218,-0.020152843,0.005168707,0.04311314,-0.06430173,-0.09347424,0.028650599,-0.11875144,-0.017003426,0.024419174,0.00801424,-0.05262984,0.0010314969,0.08787072,-0.10385514,-0.030587513,-0.011526873,-0.03830827,-0.048459977,-0.070653826,0.05253601,0.03766751,0.018453235,0.09315683,-0.029191313,0.00737809,-0.0063858177,-0.053644747,-0.068657845,0.03553795,0.06732645,0.0167462,0.036066927,-0.06192076,0.033021435,-0.05362164,-0.02987861,-0.10692531,0.023769861,0.068370454,0.03247924,-0.015348626,-0.06052825,0.0072425473,0.0065352726,-0.060921315,-0.0806947,-0.0051457277,0.024090774,-0.054814637,-0.01418961,0.031056777,-0.015433468,0.013277613,-0.04425166,0.082987025,0.026886754,-0.022870941,0.03557922,-0.029145125,-0.025678966,influencer
45,agustinus wibowo,0.10874589,-0.1491999,-0.6266564,0.2803872,0.014954638,-0.20575151,0.28388727,0.22050512,0.5268883,0.45663548,0.10147342,-0.11233383,0.40851772,-0.25717807,-0.02405907,0.009219507,-0.2595451,0.28681093,-0.27987874,-0.16439238,-0.072108656,-0.068142176,-0.043518793,-0.24855015,0.028396524,-0.262837,-0.094685,0.11052939,0.072717026,-0.24216452,0.17657125,0.05800125,-0.1899446,-0.041221976,-0.24237737,0.11169769,0.1545464,0.13492438,0.44951752,-0.32187355,-0.27130046,0.083168566,-0.25925615,0.19845083,0.5059979,0.06306047,0.106187634,0.1563151,0.36500707,-0.2844367,-0.3608181,-0.19969285,-0.1347216,0.007898999,0.029518407,-0.04928687,-0.025752932,0.2408615,-0.18271117,-0.01908626,0.22167736,0.1864966,-0.088107616,-0.2507599,influencer
46,rara sekar,0.026234763,-0.4110448,0.101711765,-0.2519084,-0.56795883,0.07862638,-0.2362122,0.26002693,0.07875807,-0.026033673,0.14947014,0.33068696,-0.102059826,0.19453163,0.16473883,-0.10101548,0.010885738,-0.0944787,0.08609779,0.27407092,0.13911898,-0.050494097,0.29185948,-0.067057095,0.09262617,0.02930523,0.06611054,0.2544449,-0.07033183,0.18881357,0.031441044,0.020956568,0.021581287,-0.20926514,0.07134779,-0.23770806,0.10797505,0.08844046,-0.013615704,0.054479174,0.058689695,-0.25752842,0.052799188,-0.18344462,-0.14852467,0.095170945,-0.24864839,0.051878914,-0.11539526,-0.12998655,0.04136391,-0.06846013,-0.12070167,0.041525707,-0.26838022,-0.28326356,0.1396491,0.062294804,-0.16999191,0.30863723,0.37794888,0.22260739,0.15983284,0.04511417,influencer
47,isyana sarasvati,-0.1945383,-0.08555673,-0.1241599,-0.044232078,-0.09248972,0.032879524,0.02033101,0.025454972,-0.19755864,0.093221925,-0.076321214,-0.0582687,0.06418589,0.039531983,-0.0655909,-0.09776432,0.13319987,-0.08848035,-0.16789468,0.06891534,-0.039083123,-0.09701939,0.026190497,-0.13074106,-0.018600445,0.046589486,-0.052050643,0.025031868,0.054550424,-0.11387866,0.102977864,-0.15277562,-0.016759902,-0.15430015,-0.08693922,-0.20222554,-0.007174556,0.057212267,-0.0727607,-0.07524426,-0.029093359,0.08031613,0.10316987,0.0070294756,0.11521977,-0.05818202,0.02445459,-0.052810527,0.22730184,-0.057272073,-0.0533928,-0.04993687,-0.1779062,0.0005086645,-0.091302454,0.18269935,0.12376596,0.07775873,0.11957857,0.17311388,-0.16965982,-0.2800266,0.0817612,-0.057617106,influencer
48,vidi aldiano,-0.1555167,-0.13338879,-0.073853776,-0.07809676,0.014356877,0.1247448,0.00944607,-0.007827939,0.06543143,-0.02060293,0.012699885,-0.12804171,0.20059685,-0.0541332,-0.028680628,-0.05133855,0.000410891,-0.12415072,-0.05803008,-0.08094943,-0.03548158,0.02045732,0.028423943,0.021223553,0.121388555,0.09167726,0.03226758,-0.08315905,-0.14356743,0.059551217,-0.029977921,-0.1250176,0.05534894,-0.08476628,-0.04097626,-0.014536411,-0.0037153452,0.03558465,-0.08595131,0.060199052,-0.06363092,-0.024197768,0.044036712,-0.04211005,0.10239306,0.0020099455,0.17673841,-0.018824598,-0.005665793,0.046835944,0.015025243,-0.053948455,-0.0677852,-0.017604027,-0.008955747,-0.09105064,-0.026064217,0.05322794,0.086563356,0.16295579,-0.12062003,-0.043780822,-0.015720082,0.035063047,influencer
49,helga angelina,-0.016371569,-0.02397847,0.02282883,-0.19144148,-0.09908888,0.14055088,-0.05421617,0.1446309,0.13824297,0.022117753,-0.002802532,-0.105988726,0.06401011,-0.00085437135,0.10114144,-0.06488672,0.10092026,-0.10891664,-0.02281511,-0.04775387,0.031582132,-0.008651294,0.1943331,0.16168952,0.101978436,-0.04916392,0.10135853,0.029841037,-0.13226292,0.12234087,-0.04439226,-0.066081874,0.10001698,0.053645357,0.03821825,0.021961894,0.03610582,0.14194441,-0.013114393,-0.06531595,-0.086989716,-0.16017555,0.14247304,-0.11397818,0.054217063,0.047973093,0.08775011,0.081539035,-0.13327944,-0.06482379,0.061586246,0.056536846,-0.006969926,-0.12908365,-0.074564695,-0.16107568,-0.030221649,0.09248257,-0.14277363,0.14640705,0.008069718,0.0611206,0.014491033,0.007150811,influencer
50,melati wijsen,-0.103463605,-0.059664972,0.03404691,-0.07691297,-0.11187087,0.03393943,-0.021994572,0.15626824,-0.0019978262,0.12834415,0.036453374,-0.009861082,0.047249906,0.022477977,-0.034598373,-0.1667076,0.039174415,-0.07659913,-0.026952062,0.027240511,-0.01707492,0.06588996,0.06858033,-0.016378138,0.004252864,-0.07604298,0.026997497,0.10536702,-0.04042755,0.08042675,0.019827364,-0.08986394,-0.0028873878,0.008831031,0.054619562,-0.14863335,-0.006338562,0.14037657,-0.06144041,-0.10453408,-0.0410414,0.05737938,0.12468831,-0.0852114,0.056466628,-0.0022435568,0.07647726,-0.031564757,-0.014825132,-0.14537145,0.13193373,-0.043714438,-0.12876292,-0.07990603,-0.12300043,-0.04291044,0.046168998,0.09593734,-0.042738408,0.12449831,-0.04498401,0.051366806,0.019114815,0.017225455,influencer
