influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
ayu tingting,-0.029788535,0.015748274,-0.07856566,0.04016962,-0.049452905,-0.10335703,-0.02758687,0.051458396,-0.0033649676,0.03539598,-0.018185982,0.005979205,-0.02892356,-0.011842658,0.10874818,0.0036557121,-0.00046679843,-0.0652004,-0.028380107,-0.13625807,0.10030559,0.08572693,-0.050483122,-0.046968214,0.040087458,0.020294098,-0.07015322,-0.05590053,0.0883893,0.047212258,0.029145394,0.023481108,-0.0047062263,0.17380734,0.029999293,-0.009160478,0.022599371,-0.015099388,0.026425987,-0.04753288,-0.19439527,0.009657994,0.05659219,-0.008040921,-0.037057076,0.047218457,-0.048962694,-0.04529815,0.05843077,-0.0007622346,0.04245754,0.07416665,0.09733708,0.17749009,-0.058454894,0.14061713,0.051660255,0.10554737,-0.077042624,-0.032703932,-0.16154708,-0.00055211945,0.10450055,0.14841607,influencer
atta halilintar,0.2929873,-0.2415056,0.119869664,0.10729027,-0.07424966,0.13198954,-0.3481732,0.22680426,0.486946,-0.27873677,-0.16300896,0.016736016,-0.0268555,0.46320117,-0.17628628,0.03296377,-0.15400505,-0.040820904,-0.10328995,0.118720666,0.078313954,0.12689014,-0.118628025,-0.2963971,0.06002114,0.06764829,0.32217133,-0.46418887,-0.109752476,0.1638431,-0.03226845,0.19283569,-0.18519074,-0.04746113,0.41908926,-0.14128801,-0.12034716,0.045103967,-0.05037806,-0.32745585,-0.21847248,-0.25980777,-0.07673624,0.31087968,0.42720115,0.11292072,0.2860065,-0.26133025,-0.037548285,0.093702875,0.19505864,0.3728057,0.0676207,-0.35128185,-0.03470939,-0.1012536,-0.08133842,-0.617293,-0.17618468,0.16040188,0.19330303,0.09376224,0.282985,0.06209936,influencer
prilly latuconsina,-0.022094395,0.013063595,-0.038633827,0.05578421,-0.061036736,-0.07735449,-0.04487841,0.052636635,0.04148891,0.027621206,-0.08988294,-0.019138157,-0.034202427,0.011206009,0.12397452,-0.04238642,-0.045501173,-0.0833621,-0.058963675,-0.16561513,0.1061087,0.09212816,-0.09009197,-0.056556907,0.03533581,-0.0027300192,-0.07321747,-0.101073325,0.08686,0.037421573,0.06070865,0.032079175,-0.07315219,0.20380896,0.041196622,0.020234503,0.039183557,0.0029684126,0.06075026,-0.053954355,-0.24892478,-0.033223532,0.020074748,-0.008677903,-0.06320271,0.0498728,-0.046914715,-0.113559484,0.10739711,0.0043763574,0.008048528,0.0833294,0.12508675,0.18527308,-0.07304686,0.14238304,0.058085933,0.07621459,-0.062107064,-0.056888387,-0.16263357,-0.008486668,0.16602945,0.1814017,influencer
raditya dika,-0.030609895,0.021937368,-0.07799447,0.0040542646,-0.07051214,-0.08949125,-0.028716285,0.07174576,-0.0053510857,0.023995083,-0.019095384,0.027704574,-0.023453344,0.022707092,0.06597722,0.009848306,-0.03059547,-0.06432995,-0.049894042,-0.124055356,0.0764733,0.099774614,-0.03489057,-0.019391522,0.019673914,0.0467703,-0.048148014,-0.0994677,0.10293068,0.07416645,0.030529797,0.00486855,0.021284392,0.1650901,0.054569367,-0.013341919,0.0055896444,0.012381502,0.028330266,-0.07638164,-0.23127246,-0.025334649,0.026826799,0.015433434,-0.031443167,0.06205175,-0.029052291,-0.010167134,0.097509235,0.002959088,0.042270686,0.08427969,0.13935196,0.15665364,-0.047237784,0.09786527,0.043922633,0.04702709,-0.10446869,-0.025400057,-0.16471107,0.022879208,0.10600953,0.14294878,influencer
iqbaal ramadhan,-0.08758412,0.045441356,-0.04154062,-0.038892426,-0.07568905,-0.08122413,-0.00038543818,0.086572915,-0.01861405,0.0779624,0.05642329,-0.0038170055,-0.020766212,0.04008362,0.017408837,0.045023035,-0.0374237,-0.06731625,-0.01816782,-0.06217132,0.06283168,0.06252528,-0.041785464,0.015294127,0.0146348765,0.050713673,-0.034306042,-0.08000319,0.08548641,0.06570362,-0.039541192,-0.032055996,0.07471004,0.14530206,0.026574234,0.01635711,-0.003916746,-0.019787349,0.0009572442,-0.101610534,-0.20762426,-0.006951182,0.018557865,0.03975094,-0.009139078,0.07647966,-0.015432841,0.04489723,0.10401036,-0.022291958,0.079694375,0.07483278,0.101781406,0.14153156,-0.0353193,0.06654893,0.08897113,0.086056516,-0.044372045,0.013434631,-0.16610092,0.026867727,0.048271798,0.1609287,influencer
michelle ziudith,-0.032663032,0.03404292,-0.051333264,0.02768235,-0.0553051,-0.082812935,-0.020029396,0.044207506,-0.0014535075,0.0647939,-0.03879233,-0.014013628,-0.036955476,-0.015105778,0.10839729,-0.018885111,-0.01318155,-0.065612584,-0.031715248,-0.15066367,0.09506178,0.06342365,-0.09309684,-0.032337494,0.048363507,-0.002572065,-0.081099786,-0.038341925,0.08061454,0.04318571,0.040986907,0.0043759495,-0.023958486,0.18911102,0.01632024,0.014284905,0.0207128,0.0009588587,0.05335845,-0.047655158,-0.21004319,0.005513138,0.030889012,-0.020938631,-0.06675528,0.04416904,-0.05589599,-0.064936556,0.089886524,0.002804637,0.022814453,0.04917237,0.103949465,0.19031589,-0.07058242,0.14233245,0.07487683,0.13104215,-0.05860974,-0.047152184,-0.16605839,-0.009147653,0.10192695,0.16536656,influencer
chelsea olivia,-0.08874588,0.05605468,-0.07806772,-0.059394863,-0.078359835,-0.09716079,0.01090569,0.075081505,-0.068624556,0.10250968,0.09259419,0.021389384,-0.023817189,0.008291572,0.01663544,0.06938824,-0.012577597,-0.04895076,0.003462933,-0.077189825,0.057691414,0.056021594,-0.03636523,0.024534032,0.024270698,0.056199446,-0.04844441,-0.028551897,0.09041077,0.07583891,-0.034111083,-0.039592505,0.11399792,0.13826138,0.014159367,-0.0017519591,-0.035761986,-0.016612766,0.009522621,-0.09701653,-0.18470037,0.024235576,0.029558012,0.015201201,-0.010417845,0.061195504,-0.027411476,0.08702764,0.08554062,-0.01058881,0.10045034,0.048515882,0.10496065,0.14746349,-0.034513786,0.0759376,0.09443778,0.11377109,-0.069266856,0.011561193,-0.17159855,0.04217852,0.0014479671,0.13862738,influencer
dinda hauw,-0.038692433,0.04131117,-0.0642913,0.020134872,-0.0526762,-0.09143335,-0.010566364,0.034733474,-0.027034283,0.08593025,-0.014669756,-0.010671148,-0.039838366,-0.036676746,0.11217135,-0.0063306056,0.0044526723,-0.056839097,-0.013388635,-0.15553159,0.09560706,0.052003298,-0.09721419,-0.029543143,0.057572283,-0.0063479175,-0.09206119,-3.4439377e-05,0.07735892,0.04113312,0.03725943,0.00014913839,-0.005828801,0.18641907,0.0014135856,0.010403178,0.007265527,-0.0055648685,0.056130394,-0.041575067,-0.18871057,0.029946554,0.040661063,-0.036431223,-0.06829461,0.03412704,-0.065095186,-0.047407895,0.07485913,0.0057052756,0.035455354,0.031239066,0.09279326,0.19666417,-0.072093725,0.15294185,0.08463138,0.16280416,-0.05797966,-0.046553038,-0.16779163,-0.0069597624,0.072393075,0.1576725,influencer
lyodra ginting,-0.065121934,0.014854914,-0.08809725,0.04393971,-0.038497373,-0.12917194,-0.014979464,0.04513337,-0.028117284,0.06590794,0.049734905,-0.0075753666,-0.028012902,-0.035183378,0.11508362,0.04256069,0.02659485,-0.06369908,0.01675354,-0.112932906,0.11334693,0.069517836,-0.039407715,-0.05693679,0.048303425,0.019345202,-0.078088194,-0.010380678,0.07514237,0.024933986,-0.014808855,0.031573586,0.028121656,0.16023114,0.0010857988,-0.008081922,0.01484979,-0.0668238,0.0012461281,-0.043597266,-0.14071375,0.056762315,0.090671465,-0.014211113,-0.007719622,0.038017727,-0.05492787,-0.015538852,0.010219209,-0.014695475,0.08886975,0.07071989,0.04669313,0.1763238,-0.052746482,0.15771428,0.07243304,0.15877229,-0.041461922,-0.008633641,-0.15935048,0.0009424201,0.060655996,0.14733858,influencer
gisella anastasia,-0.025183799,0.0414401,-0.12338139,0.0065061795,-0.03997186,-0.12137383,0.0018342122,0.032668166,-0.07878554,0.07560772,0.0444166,0.035846792,-0.034046836,-0.06538585,0.099965446,0.03510405,0.058617044,-0.03247708,0.0066531906,-0.1386483,0.084601656,0.055987466,-0.045704022,-0.019842004,0.06262836,0.02418443,-0.088834964,0.04386235,0.088155955,0.063152924,0.02622895,-0.0075557013,0.06717208,0.1549767,0.0014906699,-0.03723208,-0.012189927,-0.0055290437,0.024920113,-0.028295575,-0.13714749,0.06870036,0.08013366,-0.040324993,-0.048527263,0.031018857,-0.07002402,0.027056746,0.02424262,0.009043319,0.058087446,0.02115704,0.0822546,0.18877895,-0.057298344,0.15184313,0.059326604,0.1790903,-0.10435729,-0.031102495,-0.16836135,0.0034847353,0.013722267,0.11050254,influencer
natasha wilona,-0.057816364,0.025608936,-0.027301956,0.041394286,-0.048182882,-0.08597487,-0.019977268,0.052142166,0.022138901,0.066694215,-0.018890541,-0.041796446,-0.032908473,-0.00011447552,0.10696752,-0.00955282,-0.018971495,-0.079323485,-0.019839842,-0.11785096,0.1057191,0.05888871,-0.08757897,-0.04195375,0.042604685,-0.0042197127,-0.07190039,-0.053779267,0.06871009,0.022452667,0.0034233981,0.013167223,-0.029154753,0.18354073,0.008493884,0.030470692,0.03898333,-0.03526301,0.027624432,-0.05305726,-0.19539095,0.0089461785,0.041632853,-0.0015111396,-0.043111905,0.052891202,-0.04715651,-0.07280539,0.076145366,-0.016680025,0.039915424,0.069507785,0.069706395,0.18152337,-0.06537755,0.14028597,0.08518906,0.13889813,-0.015258264,-0.026773605,-0.16076061,-0.017718842,0.10852794,0.18272531,influencer
ariel noah,-0.072633624,-0.0180726,-0.049149707,0.07291171,-0.054006036,-0.09103103,-0.053303935,0.065726,0.030136026,0.021242158,-0.01590775,-0.018544815,-0.03149414,0.018843627,0.11333986,0.013448849,-0.041548926,-0.08594476,-0.01618252,-0.11713749,0.11117758,0.09537622,-0.035998475,-0.07320267,0.01756381,0.017916583,-0.065075934,-0.11378535,0.07721199,0.011732083,-0.0016042527,0.04179138,-0.045338757,0.1729711,0.041506812,0.016884947,0.039158773,-0.048018325,0.006790243,-0.054010935,-0.19561355,-0.0072310474,0.05822239,0.019977825,-0.001293643,0.068968505,-0.033424735,-0.075646564,0.032444343,-0.011256818,0.06744152,0.12043662,0.06761688,0.15675443,-0.055358384,0.12256147,0.059359383,0.0665524,-0.0328834,-0.0038991203,-0.14905262,-0.01016494,0.14383067,0.1626679,influencer
cinta laura,0.0094235465,0.05163119,-0.04525108,0.025251701,-0.038422905,-0.06373704,-0.007946902,0.03500045,-0.0016387666,0.056322306,-0.07282144,-0.009954516,-0.042218186,-0.030428505,0.10780617,-0.054146856,0.016786609,-0.05168897,-0.05115085,-0.15499122,0.079074234,0.04089646,-0.11255969,-0.007969431,0.06563412,-0.015913758,-0.085132435,-0.0073936675,0.07988316,0.06017612,0.06758513,-0.029178191,-0.027642448,0.19084445,0.01304253,0.00480441,0.03993394,0.047399864,0.05914612,-0.019767378,-0.20198952,0.008257668,0.026151877,-0.028623585,-0.11069207,0.05032818,-0.067770734,-0.07337572,0.10122754,0.00787138,-0.034435377,0.01643478,0.10828321,0.2074362,-0.079834424,0.1437706,0.060010307,0.163816,-0.07791619,-0.06742975,-0.16901231,-0.04063766,0.09086925,0.15169317,influencer
felicya angelista,0.5464423,-0.1413688,-0.56312144,0.13212796,-0.14820765,-0.14098792,-0.42071968,-0.0528436,-0.006267571,-0.19200033,0.08698717,0.327399,-0.0690589,-0.088678084,0.1093806,0.21944284,0.23980993,0.20530494,0.08450956,-0.16022027,-0.07050727,0.20364764,0.15487474,-0.5061724,0.2818724,0.13336974,0.1631394,0.21203643,-0.0552819,0.14320144,0.27692276,0.31060827,0.24603012,-0.17109266,0.4089058,-0.5056649,-0.37274075,0.10233917,-0.051184304,-0.19492733,0.2262703,0.17708181,0.2509587,-0.0474541,0.29393297,-0.241009,0.080883205,0.09216135,-0.53558415,0.27285108,0.3835227,0.08544392,-0.023670211,-0.35565916,-0.08442182,0.15483731,-0.2464723,-0.21276438,-0.78854245,0.032335494,0.16237837,0.33175838,-0.06404057,-0.34070796,influencer
indra bekti,-0.062491305,0.06841012,-0.013805047,-0.028251532,-0.051684007,-0.06133403,0.017032456,0.06400354,-0.0151603045,0.10152998,0.026116077,-0.032088406,-0.03288257,0.0068606157,0.038969036,0.0026582496,-0.0030659402,-0.058726184,-0.018196996,-0.07251087,0.059637953,0.017074397,-0.09259406,0.029743537,0.04450365,0.009554272,-0.05563313,-0.015519536,0.06689961,0.055851746,-0.021845851,-0.062022895,0.048444033,0.1574656,-0.0037233033,0.029345023,0.021896943,0.00358536,0.015554154,-0.06292444,-0.1820562,0.016977895,0.017356375,0.014554279,-0.062167034,0.07277469,-0.03954445,0.009175562,0.106988564,-0.023150045,0.02632416,0.027363453,0.07539233,0.17186248,-0.05581934,0.09115542,0.10053079,0.17014937,-0.020966418,-0.010629885,-0.1682139,-0.018636253,0.031582214,0.16639256,influencer
rizky febian,-0.039921388,0.03052995,-0.06107466,-0.0036248309,-0.06652485,-0.082599565,-0.019071199,0.07416598,-0.0028360868,0.03707391,-0.0065366076,0.013613401,-0.02369602,0.02594749,0.054967277,0.0106626395,-0.027210955,-0.06500529,-0.04450492,-0.10461098,0.07208133,0.08352628,-0.042351365,-0.007856246,0.021912148,0.04239867,-0.04472905,-0.09004014,0.09525585,0.07080534,0.012922983,-0.010249354,0.029718824,0.1605489,0.044456355,-0.003539498,0.012097685,0.008130666,0.019302446,-0.07671416,-0.22153047,-0.019651216,0.02481965,0.022417184,-0.03307109,0.06828882,-0.027400069,-0.0032453786,0.100070104,-0.005847471,0.040473353,0.07760109,0.123921126,0.15610494,-0.04629883,0.09125295,0.05486144,0.06729874,-0.083773956,-0.017471796,-0.16453364,0.014015658,0.091772236,0.14901415,influencer
tasya kamila,-0.055498928,0.041535795,-0.08987302,-0.018681478,-0.066012576,-0.10210371,-0.0045635453,0.05868855,-0.052770503,0.07696089,0.042619526,0.023833118,-0.028281385,-0.012403872,0.061808348,0.04022465,0.00033575366,-0.04969126,-0.009068621,-0.11570665,0.07479885,0.068115085,-0.044945568,-0.005515138,0.035760403,0.039057408,-0.0646335,-0.025139004,0.09202479,0.06758934,0.0053711543,-0.0133295,0.06528103,0.15507011,0.019372832,-0.011658967,-0.017947279,-0.007705218,0.025562782,-0.07020747,-0.18633965,0.024296906,0.042304575,-0.0065171383,-0.029779416,0.048986442,-0.042782374,0.03285468,0.07148662,0.0005548319,0.07272627,0.04941161,0.107841566,0.16543594,-0.04758217,0.11017443,0.073897034,0.116848394,-0.08574022,-0.014848232,-0.16879182,0.025639074,0.038854934,0.13526003,influencer
alexa belvana,0.2741868,0.032796964,-0.7658766,0.03282554,0.029882364,-0.42742896,-0.04223632,-0.19480014,-0.58284175,0.08157644,0.19644336,0.48231906,-0.063114956,-0.54749703,0.3520433,0.177554,0.4835956,0.223979,0.18909618,-0.5334668,0.07385172,0.17714971,0.14946593,-0.17553276,0.22967027,0.055597387,-0.29160386,0.6381066,0.19386989,0.12223113,0.434625,0.15209338,0.33918613,0.10393897,0.010543115,-0.4317038,-0.3138522,0.101464406,0.13928911,0.18811779,0.20165017,0.39859682,0.38286504,-0.46133018,-0.12006101,-0.255426,-0.28644088,0.34929284,-0.37293065,0.25580937,0.1620411,-0.21896447,0.15596323,0.26106474,-0.08794312,0.45404416,-0.15127516,0.43374103,-0.70206904,-0.19172597,-0.17846651,0.13034925,-0.3470526,-0.25321308,influencer
ayla dimitri,-0.055817254,0.029070683,-0.028339202,-0.002778914,-0.069022804,-0.070483506,-0.020842535,0.08604408,0.025856066,0.035930224,-0.011398077,-0.009851926,-0.021018963,0.052889705,0.042562842,0.0046577533,-0.04988202,-0.0785622,-0.050635476,-0.08176273,0.0720644,0.0806822,-0.047976546,-0.005635911,0.012496047,0.04057377,-0.03202112,-0.12182381,0.08858897,0.06177225,-0.006923223,-0.012793961,0.017058041,0.16135561,0.046703726,0.016790604,0.026856817,-0.0025675476,0.0096703805,-0.08921866,-0.23443949,-0.038036086,0.012887789,0.043925583,-0.025191514,0.0809724,-0.015261034,-0.015994992,0.11683688,-0.018544115,0.03935862,0.093749285,0.11619206,0.14688045,-0.04358316,0.07614112,0.06388173,0.05430024,-0.05322866,-0.006765672,-0.16162255,0.008835159,0.10931252,0.16951269,influencer
valerie pola,-0.10312036,0.067533195,-0.028242722,-0.059791982,-0.0684201,-0.07675513,0.022839654,0.081024535,-0.040460855,0.11728385,0.09179667,-0.019313365,-0.024905138,0.023796193,0.0039875642,0.053220086,-0.01667674,-0.05934541,0.003500045,-0.04290724,0.05354259,0.02652239,-0.060284946,0.038819365,0.02722915,0.039363407,-0.040611707,-0.028676793,0.07210559,0.061672036,-0.06292391,-0.06231925,0.103400424,0.13798788,-0.0016822742,0.026814818,-0.008101505,-0.024817262,-0.0047410172,-0.095213115,-0.17765084,0.02170574,0.020286195,0.033378467,-0.019030053,0.0767677,-0.022840768,0.07135782,0.09967744,-0.030470788,0.082906894,0.04430324,0.07473791,0.1481076,-0.037089124,0.06530213,0.11376836,0.14585805,-0.017544951,0.021593703,-0.16930346,0.01592999,-0.00028948137,0.16247931,influencer
sarah gabriella tumiwa,-0.5829548,-0.20004006,-0.32629192,-0.2280963,-0.028134111,-0.6037233,-0.0015115552,0.08684821,-0.46608546,0.33924347,0.88850605,0.2606734,0.12838472,0.19897465,-0.14039227,0.7004966,0.07421274,-0.040560883,0.38261738,0.17500973,0.16026074,0.24696964,0.38180548,-0.02061712,-0.05365528,0.22169031,-0.15107988,0.23774418,0.006940877,-0.12328688,-0.45958242,-0.0069152266,0.69238126,-0.0560243,-0.19513433,-0.17158328,-0.43342346,-0.5351994,-0.2650907,-0.35200536,0.14704812,0.26174173,0.36310592,0.019082272,0.5653471,0.06709303,-0.01470013,0.73216474,-0.30064455,-0.07500474,0.91283244,0.25404269,-0.19913629,0.1434771,0.2107583,0.108586855,0.213419,0.46195516,0.05300291,0.34488463,-0.18979281,0.25734597,-0.6148764,0.19702663,influencer
tiffany regina,-0.039340608,0.027483966,-0.10064381,0.018612739,-0.0485044,-0.11527705,-0.012402626,0.0458714,-0.043272197,0.06030216,0.027037792,0.019683696,-0.029865177,-0.03358647,0.09833205,0.030075412,0.02348846,-0.05086035,-0.0052095368,-0.13016921,0.09315107,0.07265821,-0.042858817,-0.033385165,0.047188357,0.02707054,-0.07640343,-0.011154746,0.08811249,0.05341436,0.016624682,0.009907136,0.039237097,0.1611084,0.015216628,-0.020659786,0.0002388313,-0.020156564,0.021225981,-0.04581739,-0.16544497,0.039878506,0.068566225,-0.019602124,-0.03210415,0.040014856,-0.055309303,0.00013996358,0.03978,0.0011844031,0.064104766,0.053239565,0.08734831,0.17795593,-0.05424904,0.14157178,0.06066083,0.13722646,-0.08469978,-0.024193283,-0.16472423,0.008501439,0.0551745,0.13176686,influencer
vili su,-0.031441733,0.03874801,-0.16104057,-0.03535131,-0.06651428,-0.12939194,-0.0022971884,0.05379177,-0.107256666,0.06139157,0.07618287,0.08533774,-0.024444139,-0.039501775,0.05608444,0.07346991,0.036682636,-0.023734225,-0.0015139154,-0.12926996,0.064827904,0.08897602,0.0008431313,-0.00012280355,0.037198372,0.070678644,-0.066670775,0.0035993299,0.11347309,0.09820268,0.023092045,-0.011523563,0.121693306,0.13535273,0.03236247,-0.06179464,-0.050972868,0.010069838,0.019151619,-0.06403369,-0.16454735,0.046830118,0.06707962,-0.021218386,-0.0184998,0.038367517,-0.04839719,0.094851166,0.03867536,0.018610884,0.09141062,0.039817385,0.1297023,0.16137145,-0.03709935,0.111300096,0.043782614,0.103422195,-0.15780392,-0.014757803,-0.17258306,0.049829647,-0.0003368688,0.08664596,influencer
